Year,Rank,Artist,Song,valence,danceability,energy,tempo
2001,95,nelly,ei,0.398,0.8315000000000001,0.4795,89.85749999999999
2001,96,doors down,be like that,0.306,0.487,0.7020000000000001,95.982
2001,97,pink,most girls,,,,
2001,98,qbs finest nas  bravehearts,oochie wally,,,,
2001,99,enrique iglesias,hero,0.1475,0.5680000000000001,0.6445,151.946
2001,100,fuel,hemorrhage,0.3560000000000001,0.308,0.8260000000000001,152.076
2002,1,nickelback,how your remind me,,,,
2002,2,ashanti,foolish,0.711,0.665,0.696,90.116
2002,3,nelly,hot in herre,0.9125000000000001,0.96,0.736,107.071
2002,4,nelly kelly rowland,dilemma,0.589,0.73,0.536,168.143
2002,5,the calling,wherever you will go,0.371,0.5579999999999999,0.7190000000000001,112.027
2002,6,vanessa carlton,a thousand miles,0.2625,0.524,0.829,94.886
2002,7,linkin park,in the end,0.43200000000000005,0.5555000000000001,0.8540000000000001,105.169
2002,8,fat joe ashanti,whats luv,0.8690000000000001,0.8290000000000001,0.688,93.857
2002,9,usher,u got it bad,0.649,0.816,0.5,124.037
2002,10,puddle of mudd,blurry,0.511,0.43150000000000005,0.937,157.46550000000002
2002,11,avril lavigne,complicated,0.4270000000000001,0.585,0.7759999999999999,77.987
2002,12,ja rule ashanti,always on time,0.8420000000000001,0.7230000000000001,0.71,96.6445
2002,13,jennifer lopez ja rule,aint it funny,,,,
2002,14,jimmy eat world,the middle,0.903,0.643,0.8490000000000001,162.15200000000004
2002,15,p diddy usher  loon,i need a girl,,,,
2002,16,usher,u dont have to call,0.8059999999999999,0.7929999999999999,0.568,100.005
2002,17,mary j blige,family affair,0.9715,0.9185000000000001,0.5555000000000001,92.9015
2002,18,p diddy  ginuwine loon mario winans  tammy ruggeri,i need a girl,,,,
2002,19,eve alicia keys,gangsta lovin,0.8270000000000001,0.723,0.84,94.332
2002,20,creed,my sacrifice,0.2585,0.3185,0.8775,146.3165
2002,21,eminem,without me,0.6525000000000001,0.91,0.6609999999999999,112.245
2002,22,enrique iglesias,hero,0.1475,0.5680000000000001,0.6445,151.946
2002,23,michelle branch,all you wanted,0.652,0.499,0.72,96.103
2002,24,pink,get the party started,,,,
2002,25,chad kroeger josey scott,hero,0.304,0.4270000000000001,0.843,147.387
2002,26,default,wasting my time,0.198,0.449,0.7759999999999999,148.11
2002,27,creed,one last breath,0.1825,0.383,0.6995,128.3055
2002,28,shakira,whenever wherever,0.872,0.7929999999999999,0.8320000000000001,107.661
2002,29,jennifer lopez nas,im gonna be alright,,,,
2002,30,camron juelz santana,oh boy,,,,
2002,31,dj sammy  yanou do,heaven,,,,
2002,32,no doubt bounty killer,hey baby,0.7545,0.651,0.866,140.483
2002,33,n sync nelly,girlfriend,,,,
2002,34,mario,just a friend,,,,
2002,35,sheryl crow,soak up the sun,0.7155,0.716,0.729,119.9915
2002,36,pink,dont let me get me,,,,
2002,37,nore,nothin,0.742,0.7909999999999999,0.863,97.035
2002,38,tweet,oops,,,,
2002,39,kelly clarkson,a moment like this,0.16,0.414,0.5720000000000001,145.184
2002,40,truth hurts rakim,addictive,,,,
2002,41,ashanti,happy,0.696,0.727,0.515,89.488
2002,42,john mayer,no such thing,0.5710000000000001,0.6679999999999999,0.7390000000000001,131.918
2002,43,pink,just like a pill,,,,
2002,44,irv gotti presents the inc ja rule ashanti charli baltimore  vita,down  u,,,,
2002,45,kylie minogue,cant get you out of my head,0.964,0.7659999999999999,0.563,126.007
2002,46,five for fighting,superman,0.17,0.523,0.464,106.547
2002,47,eminem,cleanin out my closet,0.875,0.907,0.7659999999999999,147.996
2002,48,musiq,halfcrazy,,,,
2002,49,mr cheeks,lights camera action,0.812,0.792,0.93,105.505
2002,50,big tymers,still fly,0.56,0.675,0.607,177.928
2002,51,alicia keys,a womans worth,0.493,0.667,0.41,75.069
2002,52,craig david,days,0.885,0.6515,0.8275,83.01849999999999
2002,53,camron juelz santana freekey zekey  toya,hey ma,,,,
2002,54,missy misdemeanor elliott,work it,,,,
2002,55,ludacris mystikal  infamous,move bitch,,,,
2002,56,leann rimes,cant fight the moonlight,0.626,0.628,0.8340000000000001,97.865
2002,57,enrique iglesias,escape,0.878,0.776,0.8534999999999999,125.9875
2002,58,aaliyah,more than a woman,,,,
2002,59,no doubt,hello good,,,,
2002,60,faith evans,i love you,0.5670000000000001,0.489,0.757,168.00400000000005
2002,61,daniel bedingfield,gotta get thru this,,,,
2002,62,busta rhymes p diddy  pharrell,pass the courvoisier part ii,,,,
2002,63,eminem,lose yourself,0.0595,0.6865000000000001,0.735,171.39299999999997
2002,64,michael jackson,butterflies,0.545,0.708,0.655,89.99
2002,65,brandy,what about us,0.736,0.524,0.732,185.932
2002,66,shakira,underneath your clothes,0.362,0.616,0.597,165.50799999999995
2002,67,mary j blige ja rule,rainy dayz,0.525,0.476,0.6629999999999999,74.884
2002,68,ginuwine,differences,0.424,0.5920000000000001,0.543,62.968
2002,69,angie martinez lil mo  sacario,if i could go,,,,
2002,70,outkast killer mike,the whole world,0.7170000000000001,0.815,0.852,184.666
2002,71,no doubt lady saw,underneath it all,0.8525,0.7295,0.7344999999999999,138.20600000000002
2002,72,city high eve,caramel,0.295,0.8009999999999999,0.66,93.036
2002,73,ll cool j,luv u better,0.718,0.667,0.809,95.027
2002,74,sean paul,gimme the light,0.923,0.778,0.7609999999999999,107.288
2002,75,n sync,gone,,,,
2002,76,ja rule case,livin it up,0.6459999999999999,0.8740000000000001,0.767,106.061
2002,77,ludacris,roll out,,,,
2002,78,goo goo dolls,here is gone,,,,
2002,79,mary j blige,no more drama,0.64,0.653,0.8370000000000001,97.914
2002,80,dirty vegas,days go by,0.309,0.7859999999999999,0.853,126.99
2002,81,ashanti,baby,0.459,0.5670000000000001,0.58,157.597
2002,82,kenny chesney,the good stuff,0.4875,0.599,0.6475,143.8505
2002,83,fat joe r kelly,we thuggin,,,,
2002,84,steve holy,good morning beautiful,0.242,0.565,0.5,70.984
2002,85,aaliyah,rock the boat,,,,
2002,86,alan jackson,drive,0.475,0.713,0.61,125.184
2002,87,jewel,standing still,0.34,0.615,0.68,123.9
2002,88,jaheim next,anything,,,,
2002,89,brandy,full moon,0.629,0.6920000000000001,0.6559999999999999,105.994
2002,90,bk,uh huh,0.908,0.855,0.6809999999999999,99.699
2002,91,celine dion,a new day has come,0.0609,0.436,0.333,119.483
2002,92,nelly furtado,turn off the light,0.65,0.5870000000000001,0.679,180.18400000000003
2002,93,george strait,living and living well,0.5349999999999999,0.604,0.671,120.7925
2002,94,toby keith,my list,0.341,0.629,0.737,87.068
2002,95,alanis morissette,hands clean,0.52,0.513,0.82,99.952
2002,96,avril lavigne,sker boi,0.484,0.487,0.9,149.937
2002,97,dixie chicks,long time gone,0.8190000000000001,0.5489999999999999,0.693,170.241
2002,98,alan jackson,where were you,0.1885,0.635,0.3875,115.39699999999999
2002,99,justin timberlake,like i love you,0.901,0.853,0.8109999999999999,114.961
2002,100,toya,i do,0.91,0.7809999999999999,0.583,156.264
2003,1,cent,in da club,0.805,0.902,0.72,90.059
2003,2,r kelly,ignition,0.73,0.802,0.325,66.493
2003,3,sean paul,get busy,0.726,0.735,0.8240000000000001,100.202
2003,4,beyonce jayz,crazy in love,0.6809999999999999,0.6459999999999999,0.77,99.165
2003,5,doors down,when im gone,0.374,0.53,0.768,148.095
2003,6,matchbox twenty,unwell,0.429,0.256,0.7879999999999999,80.718
2003,7,chingy,right thurr,0.8909999999999999,0.866,0.7490000000000001,92.074
2003,8,aaliyah,miss you,,,,
2003,9,kid rock sheryl crow,picture,0.376,0.6920000000000001,0.496,97.945
2003,10,evanescence paul mccoy,bring me to life,,,,
2003,11,lil jon  the east side boyz ying yang twins,get low,0.137,0.7755,0.6125,101.025
2003,12,beyonce sean paul,baby boy,0.7909999999999999,0.655,0.488,91.025
2003,13,nelly p diddy  murphy lee,shake ya tailfeather,,,,
2003,14,cent nate dogg,questions,0.908,0.5760000000000001,0.807,90.012
2003,15,jennifer lopez ll cool j,all i have,0.472,0.6990000000000001,0.6679999999999999,83.074
2003,16,christina aguilera,beautiful,0.0992,0.456,0.573,76.19
2003,17,busta rhymes  mariah carey the flipmode squad,i know what you want,,,,
2003,18,avril lavigne,im with you,0.208,0.457,0.406,151.95
2003,19,uncle kracker dobie gray,drift away,,,,
2003,20,lil kim  cent,magic stick,,,,
2003,21,cent,pimp,0.889,0.7,0.758,78.693
2003,22,bk  p diddy,bump bump bump,,,,
2003,23,fabolous tamia or ashanti,into you,,,,
2003,24,fabolous mike shorey  lil mo,cant let you go,,,,
2003,25,ja rule ashanti,mesmerize,0.391,0.7665,0.6519999999999999,90.0645
2003,26,black eyed peas,where is the love,0.804,0.8340000000000001,0.696,94.09
2003,27,santana michelle branch,the game of love,,,,
2003,28,eminem,lose yourself,0.0595,0.6865000000000001,0.735,171.39299999999997
2003,29,ashanti,rock wit u,0.852,0.71,0.795,94.997
2003,30,justin timberlake,cry me a river,0.565,0.624,0.653,73.884
2003,31,tyrese,how you gonna act like that,0.5325,0.732,0.463,112.91550000000001
2003,32,justin timberlake,rock your body,0.818,0.8909999999999999,0.7140000000000001,100.972
2003,33,wayne wonder,no letting go,0.318,0.495,0.8190000000000001,100.213
2003,34,pharrell jayz,frontin,,,,
2003,35,dixie chicks,landslide,0.478,0.5725,0.41900000000000004,145.98299999999998
2003,36,missy misdemeanor elliott,work it,,,,
2003,37,jayz beyonce knowles,bonnie  clyde,,,,
2003,38,nivea brian  brandon casey,dont mess with my man,,,,
2003,39,monica,so gone,0.586,0.618,0.552,81.975
2003,40,nelly kyjuan ali  murphy lee,air force ones,,,,
2003,41,lumidee,never leave you  uh ooh uh oooh,,,,
2003,42,snoop dogg pharrell  uncle charlie wilson,beautiful,,,,
2003,43,missy misdemeanor elliott ludacris,gossip folks,,,,
2003,44,kelly clarkson,miss independent,0.615,0.655,0.623,175.97299999999996
2003,45,train,calling all angels,0.529,0.454,0.8390000000000001,166.166
2003,46,youngbloodz lil jon,damn,,,,
2003,47,clay aiken,this is the night,,,,
2003,48,john mayer,your body is a wonderland,0.687,0.647,0.7290000000000001,94.01
2003,49,trapt,headstrong,0.534,0.4920000000000001,0.8959999999999999,184.981
2003,50,ginuwine,in those jeans,0.319,0.691,0.541,127.683
2003,51,ludacris shawnna,stand up,0.8009999999999999,0.7509999999999999,0.84,99.057
2003,52,jason mraz,the remedy,0.795,0.589,0.867,94.519
2003,53,santana alex b or chad kroeger,why dont you  i,,,,
2003,54,jayz,excuse me miss,0.887,0.7140000000000001,0.862,92.849
2003,55,jennifer lopez styles  jadakiss,jenny from the block,,,,
2003,56,michelle branch,are you happy now,0.7170000000000001,0.484,0.8270000000000001,179.56599999999997
2003,57,shania twain,forever and for always,0.529,0.469,0.722,85.984
2003,58,nas,i can,0.6940000000000001,0.8370000000000001,0.885,95.313
2003,59,no doubt lady saw,underneath it all,0.8525,0.7295,0.7344999999999999,138.20600000000002
2003,60,daniel bedingfield,if youre not the one,0.264,0.687,0.537,120.023
2003,61,r kelly,thoia thoing,,,,
2003,62,doors down,here without you,0.233,0.557,0.5329999999999999,143.994
2003,63,cent,wanksta,,,,
2003,64,mya,my love is like wo,,,,
2003,65,alan jackson  jimmy buffett,its five oclock somewhere,,,,
2003,66,sean paul,like glue,0.59,0.757,0.78,97.917
2003,67,christina aguilera lil kim,cant hold us down,0.5379999999999999,0.8590000000000001,0.6579999999999999,98.989
2003,68,lonestar,my front porch looking in,0.463,0.529,0.8109999999999999,102.87
2003,69,amanda perez,angel,0.3585,0.6345000000000001,0.518,143.75350000000003
2003,70,puddle of mudd,she hates me,0.5705,0.5700000000000001,0.76,109.7685
2003,71,frankie j,dont wanna try,0.1945,0.666,0.4275,130.1635
2003,72,lil kim mr cheeks,the jump off,,,,
2003,73,jewel,intuition,0.816,0.718,0.7979999999999999,100.031
2003,74,ginuwine baby,hell yeah,,,,
2003,75,toby keith duet with willie nelson,beer for my horses,,,,
2003,76,chingy ludacris  snoop dogg,holidae in,,,,
2003,77,baby bash frankie j,suga suga,0.5235000000000001,0.6765,0.7444999999999999,82.428
2003,78,erykah badu common,love of my life,,,,
2003,79,christina aguilera,fighter,0.45,0.435,0.92,188.899
2003,80,pac,thugz mansion,,,,
2003,81,coldplay,clocks,0.261,0.5770000000000001,0.7490000000000001,130.969
2003,82,jaheim,put that woman first,0.513,0.649,0.536,78.935
2003,83,ashanti,rain on me,0.509,0.606,0.6990000000000001,83.70100000000002
2003,84,mark wills,somethin,,,,
2003,85,young gunz,cant stop wont stop,,,,
2003,86,brooks  dunn,red dirt road,0.4580000000000001,0.554,0.8660000000000001,136.124
2003,87,dierks bentley,what was i thinkin,0.938,0.5545,0.8395,164.86550000000003
2003,88,ruben studdard,flying without wings,,,,
2003,89,eminem,sing for the moment,0.151,0.6709999999999999,0.813,164.06400000000005
2003,90,darryl worley,have you forgotten,0.343,0.478,0.625,160.196
2003,91,kenny chesney,no shoes no shirt no problems,0.685,0.7185,0.5745,117.9265
2003,92,aaliyah,come over,,,,
2003,93,field mob,sick of being lonely,0.856,0.6920000000000001,0.921,173.83700000000005
2003,94,r kelly,step in the name of love,0.537,0.747,0.581,92.983
2003,95,thalia fat joe,i want you,0.708,0.8029999999999999,0.773,91.915
2003,96,audioslave,like a stone,0.516,0.614,0.568,107.849
2003,97,norah jones,dont know why,0.6245,0.7355,0.1985,88.32
2003,98,eminem,superman,,,,
2003,99,tim mcgraw,real good man,0.639,0.56,0.8270000000000001,89.93
2003,100,floetry,say yes,0.428,0.747,0.398,117.901
2004,1,usher lil jon  ludacris,yeah,,,,
2004,2,usher,burn,0.685,0.7959999999999999,0.477,119.928
2004,3,alicia keys,if i aint got you,0.166,0.609,0.445,118.393
2004,4,maroon,this love,0.809,0.7120000000000001,0.862,95.051
2004,5,outkast sleepy brown,the way you move,0.635,0.871,0.597,125.999
2004,6,hoobastank,the reason,0.06675,0.46950000000000003,0.6575,82.93350000000001
2004,7,mario winans enya  p diddy,i dont wanna know,,,,
2004,8,outkast,hey ya,0.964,0.7215,0.972,79.515
2004,9,ciara petey pablo,goodies,0.872,0.826,0.647,102.017
2004,10,terror squad,lean back,,,,
2004,11,jkwon,tipsy,,,,
2004,12,usher,confessions part ii,0.7020000000000001,0.845,0.467,138.007
2004,13,juvenile soulja slim,slow motion,0.8909999999999999,0.713,0.7340000000000001,172.87099999999995
2004,14,petey pablo,freekaleek,0.648,0.7589999999999999,0.6715,104.982
2004,15,doors down,here without you,0.233,0.557,0.5329999999999999,143.994
2004,16,twista kanye west  jamie foxx,slow jamz,,,,
2004,17,nickelback,someday,0.597,0.455,0.858,163.118
2004,18,beyonce,naughty girl,0.659,0.588,0.461,200.053
2004,19,evanescence,my immortal,0.101,0.19,0.265,79.012
2004,20,lil flip lea,sunshine,0.8055000000000001,0.8295,0.3665,93.975
2004,21,jayz,dirt off your shoulder,0.648,0.78,0.657,163.96900000000005
2004,22,nina sky jabba,move ya body,0.877,0.87,0.7120000000000001,121.057
2004,23,christina milian,dip it low,0.5760000000000001,0.754,0.718,169.116
2004,24,usher and alicia keys,my boo,,,,
2004,25,chingy j weav,one call away,,,,
2004,26,beyonce,me myself and i,0.536,0.75,0.458,83.61
2004,27,kevin lyttle spragga benz,turn me on,,,,
2004,28,sheryl crow,the first cut is the deepest,0.6719999999999999,0.505,0.7245,159.91
2004,29,alicia keys,you dont know my name,0.25,0.263,0.6629999999999999,167.271
2004,30,nelly jaheim,my place,0.642,0.6,0.6409999999999999,163.153
2004,31,twista,overnight celebrity,0.777,0.828,0.792,134.19899999999998
2004,32,cassidy r kelly,hotel,0.411,0.68,0.659,91.259
2004,33,linkin park,numb,0.243,0.496,0.863,110.018
2004,34,alicia keys tony toni tone,diary,,,,
2004,35,maroon,she will be loved,0.503,0.6784999999999999,0.6855,102.019
2004,36,dido,white flag,0.293,0.5105,0.5345,170.031
2004,37,los lonely boys,heaven,0.79,0.6585000000000001,0.84,91.90299999999999
2004,38,no doubt,its my life,0.7709999999999999,0.606,0.75,126.316
2004,39,ashlee simpson,pieces of me,0.759,0.532,0.807,87.18299999999998
2004,40,jojo,leave,0.461,0.491,0.73,87.098
2004,41,kelis,milkshake,0.826,0.887,0.774,113.0
2004,42,ludacris,splash waterfalls,0.7020000000000001,0.7340000000000001,0.846,145.894
2004,43,kanye west,jesus walks,0.702,0.63,0.8365,87.29450000000003
2004,44,akon styles p,locked up,,,,
2004,45,ludacris shawnna,stand up,0.8009999999999999,0.7509999999999999,0.84,99.057
2004,46,baby bash frankie j,suga suga,0.5235000000000001,0.6765,0.7444999999999999,82.428
2004,47,kanye west syleena johnson,all falls down,0.434,0.657,0.7340000000000001,91.03
2004,48,britney spears,toxic,0.9235,0.774,0.8425,143.0255
2004,49,ying yang twins lil jon  the east side boyz,salt shaker,0.322,0.884,0.6970000000000001,101.965
2004,50,jessica simpson,with you,0.605,0.5529999999999999,0.7559999999999999,94.487
2004,51,switchfoot,meant to live,0.535,0.3965,0.904,151.52700000000002
2004,52,houston chingy nate dogg  i,i like that,,,,
2004,53,ruben studdard,sorry,0.462,0.721,0.472,129.964
2004,54,avril lavigne,my happy ending,0.74,0.414,0.936,170.229
2004,55,lloyd banks,on fire,0.429,0.759,0.825,94.857
2004,56,outkast,roses,0.509,0.7509999999999999,0.708,108.97
2004,57,jagged edge,walker outta heaven,,,,
2004,58,destinys child,lose my breath,0.545,0.8140000000000001,0.899,119.011
2004,59,d,my band,0.8440000000000001,0.851,0.8490000000000001,120.014
2004,60,sean paul sasha,im still in love with you,,,,
2004,61,kanye west,through the wire,0.66,0.5710000000000001,0.7390000000000001,83.089
2004,62,jadakiss anthony hamilton,why,0.562,0.602,0.938,168.417
2004,63,eamon,fk it,,,,
2004,64,avant,read your mind,0.695,0.755,0.381,73.108
2004,65,lil flip,game over,0.602,0.813,0.59,159.961
2004,66,finger eleven,one thing,0.445,0.588,0.555,151.991
2004,67,ll cool j,headsprung,0.465,0.718,0.7859999999999999,99.916
2004,68,youngbloodz lil jon,damn,,,,
2004,69,beyonce sean paul,baby boy,0.7909999999999999,0.655,0.488,91.025
2004,70,lil jon  the east side boyz ying yang twins,get low,0.137,0.7755,0.6125,101.025
2004,71,snoop dogg pharrell,drop it like its hot,,,,
2004,72,monica,u shouldve known better,0.826,0.753,0.516,122.019
2004,73,ryan cabrera,on the way down,0.539,0.5,0.845,95.199
2004,74,kelly clarkson,breakaway,0.394,0.446,0.701,159.958
2004,75,santana alex b or chad kroeger,why dont you  i,,,,
2004,76,jet,are you gonna be my girl,0.537,0.613,0.953,105.046
2004,77,five for fighting,years,0.275,0.643,0.569,120.507
2004,78,r kelly,step in the name of love,0.537,0.747,0.581,92.983
2004,79,linkin park,breaking the habit,0.581,0.579,0.8490000000000001,100.021
2004,80,nick cannon r kelly,gigolo,0.657,0.8959999999999999,0.552,93.001
2004,81,tim mcgraw,live like you were dying,0.418,0.416,0.546,159.929
2004,82,alan jackson,remember when,0.267,0.5589999999999999,0.313,125.584
2004,83,britney spears,everytime,0.114,0.398,0.284,109.599
2004,84,lloyd ashanti,southside,0.448,0.688,0.404,75.007
2004,85,beenie man ms thing,dude,0.944,0.663,0.6815,93.9725
2004,86,gunit joe,wanna get to know you,0.889,0.513,0.826,76.91
2004,87,chingy ludacris  snoop dogg,holidae in,,,,
2004,88,black eyed peas,lets get it started,,,,
2004,89,kenny chesney  uncle kracker,when the sun goes down,,,,
2004,90,toby keith,american soldier,0.21150000000000002,0.5205,0.56,122.972
2004,91,jayz,change clothes,0.34,0.895,0.628,104.009
2004,92,avril lavigne,dont tell me,0.484,0.523,0.795,144.106
2004,93,keith urban,youll think of me,0.454,0.581,0.49,82.881
2004,94,r kelly,happy people,,,,
2004,95,black eyed peas,hey mama,0.942,0.865,0.877,100.177
2004,96,nelly tim mcgraw,over and over,0.4525,0.641,0.5195000000000001,169.791
2004,97,gretchen wilson,redneck woman,0.7464999999999999,0.5045,0.836,185.00549999999998
2004,98,eminem,just lose it,0.945,0.951,0.618,121.008
2004,99,john michael montgomery,letters from home,0.388,0.644,0.626,128.029
2004,100,kenny chesney,i go back,0.67,0.513,0.8340000000000001,90.187
2005,1,mariah carey,we belong together,0.762,0.8370000000000001,0.462,139.986
2005,2,gwen stefani,hollaback girl,0.904,0.926,0.916,110.007
2005,3,mario,let me love you,0.5815,0.639,0.5854999999999999,94.439
2005,4,kelly clarkson,since u been gone,0.4145,0.6615,0.7505,131.0
2005,5,ciara missy elliott,step,,,,
2005,6,kanye west jamie foxx,gold digger,0.623,0.6585,0.6839999999999999,92.7065
2005,7,green day,boulevard of broken dreams,0.474,0.496,0.682,167.06
2005,8,cent olivia,candy shop,0.755,0.614,0.574,125.173
2005,9,the pussycat dolls busta rhymes,dont cha,0.569,0.877,0.637,119.988
2005,10,kelly clarkson,behind these hazel eyes,0.425,0.5479999999999999,0.889,90.04799999999999
2005,11,cent,disco inferno,0.71,0.925,0.659,97.018
2005,12,lifehouse,you and me,0.354,0.459,0.4270000000000001,139.90200000000002
2005,13,the black eyed peas,dont phunk with my heart,,,,
2005,14,missy elliott ciara  fat man scoop,lose control,,,,
2005,15,mariah carey,shake it off,0.82,0.777,0.493,134.086
2005,16,the killers,mr brightside,0.232,0.356,0.924,148.017
2005,17,cent,just a lil bit,0.527,0.489,0.6920000000000001,96.946
2005,18,rihanna,pon de replay,0.498,0.779,0.64,99.019
2005,19,the game  cent,how we do,0.637,0.862,0.648,98.012
2005,20,weezer,beverly hills,0.741,0.693,0.823,87.904
2005,21,ciara ludacris,oh,0.357,0.8,0.496,128.29
2005,22,rob thomas,lonely no more,0.855,0.5865,0.8975,128.817
2005,23,snoop dogg pharrell,drop it like its hot,,,,
2005,24,the game  cent,hate it or love it,0.435,0.802,0.785,99.998
2005,25,lil jon  the east side boyz usher  ludacris,lovers and friends,,,,
2005,26,destinys child ti  lil wayne,soldier,,,,
2005,27,kelly clarkson,breakaway,0.394,0.446,0.701,159.958
2005,28,will smith,switch,0.517,0.877,0.885,102.507
2005,29,bow wow omarion,let me hold you,0.613,0.8154999999999999,0.6685000000000001,151.481
2005,30,bow wow ciara,like you,0.501,0.575,0.594,81.9
2005,31,gwen stefani eve,rich girl,0.722,0.856,0.754,98.018
2005,32,the black eyed peas,my humps,,,,
2005,33,frankie j baby bash,obsession,,,,
2005,34,usher,caught up,0.805,0.8170000000000001,0.8059999999999999,110.086
2005,35,dht,listen to your heart,,,,
2005,36,papa roach,scars,0.471,0.428,0.921,89.895
2005,37,gorillaz,feel good inc,0.772,0.818,0.705,138.559
2005,38,doors down,let me go,,,,
2005,39,green day,holiday,0.716,0.552,0.89,146.525
2005,40,fall out boy,sugar were goin down,0.586,0.497,0.8335,161.96800000000002
2005,41,pretty ricky,grind with me,0.1845,0.6835,0.5305,136.531
2005,42,chris brown,run it,,,,
2005,43,nickelback,photograph,0.389,0.513,0.877,145.91899999999995
2005,44,akon,lonely,0.6,0.632,0.529,90.08
2005,45,howie day,collide,0.342,0.636,0.625,93.931
2005,46,green day,wake me up when september ends,0.146,0.546,0.8140000000000001,104.98
2005,47,bobby valentino,slow down,,,,
2005,48,nelly tim mcgraw,over and over,0.4525,0.641,0.5195000000000001,169.791
2005,49,trillville cutty,some cut,0.638,0.901,0.512,85.012
2005,50,fat joe nelly,get it poppin,,,,
2005,51,david banner,play,0.586,0.8370000000000001,0.6579999999999999,95.027
2005,52,young jeezy akon,soul survivor,,,,
2005,53,ludacris bobby valentino,pimpin all over the world,,,,
2005,54,usher and alicia keys,my boo,,,,
2005,55,trick daddy ludacris lil kim  ceelo,sugar,,,,
2005,56,alicia keys,karma,0.687,0.727,0.736,85.1
2005,57,coldplay,speed of sound,0.353,0.514,0.898,123.067
2005,58,gavin degraw,i dont want to be,0.462,0.423,0.862,154.746
2005,59,eminem,mockingbird,0.2475,0.6439999999999999,0.6715,83.57499999999999
2005,60,shakira alejandro sanz,la tortura,0.812,0.74,0.7829999999999999,100.011
2005,61,maroon,she will be loved,0.503,0.6784999999999999,0.6855,102.019
2005,62,baby bash akon,baby im back,0.7609999999999999,0.901,0.392,100.014
2005,63,ying yang twins,wait,0.595,0.933,0.513,102.017
2005,64,backstreet boys,incomplete,0.165,0.4370000000000001,0.589,133.631
2005,65,ti,bring em out,0.5800000000000001,0.7615000000000001,0.883,98.572
2005,66,destinys child,cater  u,0.464,0.605,0.584,125.802
2005,67,amerie,thing,0.879,0.624,0.9535,127.47899999999998
2005,68,foo fighters,best of you,0.3585,0.3715,0.941,130.0765
2005,69,mariah carey,its like that,,,,
2005,70,natalie,goin crazy,0.233,0.6,0.556,105.957
2005,71,carrie underwood,inside your heaven,,,,
2005,72,kelly clarkson,because of you,0.136,0.583,0.584,140.039
2005,73,fantasia,truth is,0.616,0.7070000000000001,0.451,73.209
2005,74,pretty ricky,your body,0.507,0.838,0.594,90.038
2005,75,jesse mccartney,beautiful soul,0.929,0.6635,0.609,89.9855
2005,76,gwen stefani,cool,0.8009999999999999,0.7090000000000001,0.721,112.019
2005,77,ludacris,get back,0.184,0.555,0.639,171.609
2005,78,cent mobb deep,outta control,,,,
2005,79,ti,u dont know me,0.526,0.779,0.66,83.914
2005,80,natasha bedingfield,these words,0.931,0.7340000000000001,0.635,96.99
2005,81,the black eyed peas,dont lie,,,,
2005,82,jennifer lopez,get right,0.362,0.741,0.759,97.084
2005,83,john mayer,daughters,0.506,0.6805000000000001,0.4085,124.90350000000001
2005,84,toby keith,as good as i once was,0.6509999999999999,0.6795,0.8745,119.03450000000001
2005,85,brooke valentine lil jon  big boi,girlfight,,,,
2005,86,destinys child,lose my breath,0.545,0.8140000000000001,0.899,119.011
2005,87,john legend,ordinary people,0.36,0.469,0.132,67.01100000000001
2005,88,sean paul,we be burnin,0.86,0.95,0.8029999999999999,117.0
2005,89,the click five,just the girl,0.7509999999999999,0.5710000000000001,0.89,110.958
2005,90,ryan cabrera,true,0.369,0.598,0.4,96.938
2005,91,omarion,o,0.5870000000000001,0.742,0.515,120.086
2005,92,mike jones,back then,0.536,0.7759999999999999,0.736,159.838
2005,93,jayzlinkin park,numbencore,,,,
2005,94,ja rule r kelly  ashanti,wonderful,,,,
2005,95,tpain,im sprung,0.288,0.7384999999999999,0.401,100.00999999999999
2005,96,gavin degraw,chariot,0.344,0.281,0.779,167.172
2005,97,foxy brown,u already know,,,,
2005,98,faith hill,mississippi girl,0.665,0.499,0.765,83.916
2005,99,ludacris,number one spot,0.509,0.542,0.946,146.7
2005,100,webbie bun b,give me that,0.506,0.674,0.773,78.001
2006,1,daniel powter,bad day,0.525,0.591,0.726,140.03699999999998
2006,2,sean paul,temperature,0.8220000000000001,0.951,0.6,125.04
2006,3,nelly furtado timbaland,promiscuous,0.8594999999999999,0.801,0.974,114.309
2006,4,james blunt,youre beautiful,0.4515,0.677,0.5095000000000001,81.9845
2006,5,shakira wyclef jean,hips dont lie,0.7559999999999999,0.778,0.8240000000000001,100.024
2006,6,natasha bedingfield,unwritten,0.6225,0.7065,0.7955,100.01150000000001
2006,7,gnarls barkley,crazy,0.612,0.835,0.741,111.963
2006,8,chamillionaire krayzie bone,ridin,0.836,0.7879999999999999,0.7979999999999999,143.05100000000004
2006,9,justin timberlake,sexyback,,,,
2006,10,beyonce slim thug,check on it,0.887,0.7020000000000001,0.89,166.115
2006,11,mary j blige,be without you,,,,
2006,12,nelly paul wall ali  gipp,grillz,0.84,0.867,0.504,82.99600000000002
2006,13,the fray,over my head,0.7210000000000001,0.5915,0.7140000000000001,116.0295
2006,14,cassie,me  u,0.7390000000000001,0.8029999999999999,0.454,99.99
2006,15,the pussycat dolls snoop dogg,buttons,,,,
2006,16,chris brown,run it,,,,
2006,17,neyo,so sick,0.616,0.49,0.669,190.188
