Year,Rank,Artist,Song,valence,danceability,energy,tempo
1984,48,pointer sisters,automatic,0.918,0.827,0.553,110.605
1984,50,julio iglesias  willie nelson,to all the girls ive loved before,,,,
1984,56,kenny rogers  dolly parton,islands in the stream,,,,
1984,59,mike reno  ann wilson,almost paradise,,,,
1984,61,jacksons,state of shock,,,,
1984,63,culture club,miss me blind,,,,
1984,65,cars,you might think,,,,
1984,69,irene cara,breakdance,,,,
1984,71,tracy ullman,they dont know,,,,
1984,75,kc,give it up,,,,
1984,76,pointer sisters,im so excited,0.692,0.685,0.858,92.305
1984,80,ollie and jerry,breakin theres no stopping us,,,,
1984,81,john lennon,nobody told me,,,,
1984,82,culture club,church of the poison mind,,,,
1984,85,police,wrapped around your finger,,,,
1984,86,john cougar mellencamp,pink houses,,,,
1984,88,gogos,head over heels,,,,
1984,92,shalamar,dancing in the sheets,,,,
1984,93,rolling stones,undercover of the night,,,,
1984,97,cars,magic,0.9615,0.7065,0.753,117.83099999999999
1984,100,james ingram  michael mcdonald,yah mo b there,,,,
1985,1,wham,careless whisper,,,,
1985,4,foreigner,i want to know what love is,,,,
1985,6,daryl hall  john oates,out of touch,,,,
1985,12,phil collins  philip bailey,easy lover,,,,
1985,19,glenn frey,the heat is on,,,,
1985,28,billy ocean,lover boy,,,,
1985,29,teena marie,lover girl,,,,
1985,33,phil collins,one more night,,,,
1985,34,honeydrippers,sea of love,,,,
1985,38,pointer sisters,neutron dance,0.812,0.724,0.684,104.318
1985,45,phil collins,sussudio,,,,
1985,50,phil collins  marilyn martin,separate lives,,,,
1985,51,prince  revolution,raspberry beret,,,,
1985,60,tears for fears,head over heels,,,,
1985,64,phil collins,dont lose my number,,,,
1985,70,eurythmics,would i lie to you,,,,
1985,79,power station,some like it hot,,,,
1985,83,daryl hall  john oates,method op modern love,,,,
1985,86,john cougar mellencamp,lonely ol night,,,,
1985,91,time,jungle of love,,,,
1985,93,tina turner,private dancer,,,,
1986,1,dionne  friends,thats what friends are for,,,,
1986,4,patti labelle  michael mcdonald,on my own,,,,
1986,8,survivor,burning heart,,,,
1986,10,robert palmer,addicted to love,,,,
1986,13,carl anderson  gloria loring,friends and lovers,,,,
1986,19,prince  revolution,kiss,,,,
1986,25,human league,human,,,,
1986,28,falco,rock me amadeus,0.89,0.61,0.817,176.735
1986,31,billy ocean,when the going gets tough,,,,
1986,33,heart,these dreams,,,,
1986,42,kenny loggins,danger zone,,,,
1986,45,sly fox,lets go all the way,0.865,0.633,0.714,98.149
1986,48,bangles,manic monday,0.8414999999999999,0.6835,0.605,121.6955
1986,52,jets,crush on you,,,,
1986,53,orchestral manoeuvres in dark,if you leave,,,,
1986,61,lisa lisa  cult jam with full force,all cried out,,,,
1986,62,outfield,your love,0.582,0.555,0.757,129.607
1986,65,james brown,living in america,,,,
1986,66,john cougar mellencamp,rock in the usa,,,,
1986,72,john cougar mellencamp,small town,,,,
1986,75,michael mcdonald,sweet freedom,,,,
1986,77,timex social club,rumors,,,,
1986,78,dream academy,life in a northern town,0.432,0.563,0.476,121.67
1986,81,cars,tonight she comes,,,,
1986,82,rod stewart,love touch,,,,
1986,85,regina,baby love,,,,
1986,88,phil collins,take me home,,,,
1986,89,rundmc,walk this way,,,,
1986,91,moody blues,your wildest dreams,,,,
1986,92,paul mccartney,spies like us,,,,
1987,1,bangles,walk like an egyptian,0.788,0.717,0.84,103.043
1987,8,bruce hornsby  range,the way it is,,,,
1987,16,jody watley,looking for a new love,,,,
1987,24,george michael,i want your sex,,,,
1987,27,bill medley  jennifer warnes,the time of my life,,,,
1987,28,peter cetera  amy grant,the next time i fall,,,,
1987,35,georgia satellites,keep your hands to yourself,,,,
1987,36,aretha franklin  george michael,i knew you were waiting,,,,
1987,39,linda ronstadt  james ingram,somewhere out there,,,,
1987,43,jets,you got it all,,,,
1987,44,samantha fox,touch me,0.722,0.664,0.679,104.851
1987,45,michael jackson  siedah garrett,i just cant stop loving you,,,,
1987,57,system,dont disturb this groove,,,,
1987,63,dan hill,cant we try,,,,
1987,65,bruce hornsby  range,mandolin rain,,,,
1987,72,gloria estefan  miami sound machine,rhythm is gonna get you,,,,
1987,73,whispers,rock steady,,,,
1987,75,peter gabriel,big time,,,,
1987,88,heart,who will you run too,,,,
1987,89,bruce willis,respect yourself,,,,
1987,90,jets,cross my broken heart,,,,
1987,91,kool  gang,victory,,,,
1987,96,kenny loggins,meet me half way,,,,
1987,99,pseudo echo,funkytown,,,,
1988,3,george harrison,got my mind set on you,,,,
1988,8,tiffany,couldve been,,,,
1988,13,gloria estefan  miami sound machine,anything for you,,,,
1988,17,whitesnake,is this love,,,,
1988,18,escape club,wild wild west,,,,
1988,25,eric carnen,hungry eyes,,,,
1988,35,bangles,hazy shade of winter,,,,
1988,38,eric carnen,make me lose control,,,,
1988,40,patric swayze,shes like the wind,,,,
1988,42,beach boys,kokomo,0.9245000000000001,0.683,0.639,115.5775
1988,45,george michael,monkey,,,,
1988,50,pet shop boys  dusty springfield,what have i done to deserve this,,,,
1988,51,jets,make it real,,,,
1988,55,jody watley,dont you want me,,,,
1988,60,pebbles,girlfriend,,,,
1988,62,gloria estefan  miami sound machine,,,,,
1988,68,jets,rocket  u,,,,
1988,78,bruce hornsby  range,the valley road,,,,
1988,80,pet shop boys,always on my mind,0.726,0.533,0.783,124.874
1988,81,brenda russell joe esposito,piano in the dark,,,,
1988,90,gloria estefan  miami sound machine,cant stay away from you,,,,
1988,92,john cougar mellancamp,cherry bomb,,,,
1988,93,brenda k starr,i still believe,,,,
1988,96,steve windwood,valerie,,,,
1989,10,anita baker,giving you the best that i got,,,,
1989,15,warrant,heavan,,,,
1989,16,milli vanilli,girl im gonna miss you,,,,
1989,24,simply red,if you dont know be by now,,,,
1989,29,martika,toy solider,,,,
1989,31,mike  mechanics,the living years,0.277,0.527,0.429,97.893
1989,33,tone loc,wild thing,,,,
1989,45,michael damian,rock on,,,,
1989,46,jody watley,real love,,,,
1989,47,bs,love shack,0.903,0.701,0.803,133.608
1989,50,rod stewart,my heart cant tell you no,,,,
1989,57,donny osmond,soldier of love,,,,
1989,62,duran duran,i dont want your love,,,,
1989,63,special,second chances,,,,
1989,65,tone loc,funky cold medina,,,,
1989,66,bangles,in your room,,,,
1989,68,cure,love song,,,,
1989,69,karyn white,secret rendesvous,,,,
1989,70,jeff healey band,angel eyes,,,,
1989,74,guns n roses,welcom to the jungle,,,,
1989,76,rem,stand,,,,
1989,77,lita ford,close my eyes forever,,,,
1989,79,cher  peter cetera,after all,,,,
1989,83,when in rome,this promise,,,,
1989,84,edie brickell  new bohemians,what i am,,,,
1989,85,boys club,i remember holding you,,,,
1989,87,samantha fox,iwanna have some fun,,,,
1989,89,vanessa williams,dreamin,,,,
1989,93,michael jackson,smooth criminal,,,,
1989,94,deon estus,heavan help me,,,,
1989,96,safire,thinking of you,,,,
1989,97,expose,what you dont know,,,,
1989,98,ann wilson  robin zander,surrender to me,,,,
1990,7,phil collins,another day in paradise,,,,
1990,20,linda ronstadt  aaron neville,dont know much,,,,
1990,24,glenn medeiros bobby brown,she aint worth it,,,,
1990,27,nelson,love and affection,,,,
1990,40,bs,roam,0.694,0.636,0.939,134.937
1990,51,george michael,praying for time,,,,
1990,53,phil collins,do you remember,,,,
1990,56,phil collins,i wish it would rain down,,,,
1990,58,phil collins,something happened on the way to heaven,,,,
1990,66,depeche mode,enjoy the silence,,,,
1990,69,tyler collins,girls nite out,,,,
1990,70,go west,king of wishful thinking,,,,
1990,78,bs,love shack,0.903,0.701,0.803,133.608
1990,80,dino,romeo,,,,
1990,85,dmob with cathy dennis,cmon and get my love,,,,
1990,87,cover girls,we cant go wrong,,,,
1990,95,ame lorain,whole wide world,,,,
1990,97,jive bunny  master mixers,swing the mood,,,,
1990,100,kyper,tictactoe,,,,
1991,3,cc music factory,gonna make you sweat,,,,
1991,20,marky mark  funky bunch loleatta holloway,good vibrations,0.896,0.709,0.985,121.641
1991,30,cathy dennis,touch me,,,,
1991,32,natural selection,do anything,,,,
1991,36,cc music factory,here we go,,,,
1991,40,rhythm syndicate,passion,,,,
1991,47,luther vandross,power of lovelove power,,,,
1991,51,cc music factory,things that make you go hmmmm,,,,
1991,53,dma,toms diner,,,,
1991,56,nelson,after the rain,,,,
1991,58,corina,temptation,,,,
1991,61,klf,am eternal,,,,
1991,63,enigrna,saideness part i,,,,
1991,65,escape club,ill be there,,,,
1991,66,prince and npg,cream,,,,
1991,67,heavy d  boyz,now that we found love,,,,
1991,74,cathy dennis,too many walls,,,,
1991,78,poison,something to believe in,,,,
1991,79,chris issak,wicked game,,,,
1991,81,tevin campbell,round and round,,,,
1991,82,queensryche,silent lucidity,,,,
1991,83,will to power,im not in love,,,,
1991,84,tara kemp,piece of my heart,,,,
1991,85,jesus jones,real real real,,,,
1991,86,cathy dennis,just another dream,,,,
1991,96,warrent,i saw red,,,,
1991,99,rod stewart,the motown song,,,,
1992,2,sir mix alot,baby got back,,,,
1992,16,mariah carey,ill be there,,,,
1992,22,patty smyth,sometimes love just aint enough,,,,
1992,25,prince  npg,diamonds and pearls,,,,
1992,26,george michael  elton john,dont let the sun go down on me,,,,
1992,35,teven campbell,tell me what you want me to do,,,,
1992,41,luther vandross  janet jackson,the best things in life are free,,,,
1992,46,hammer,legit  quit,,,,
1992,47,kws,please dont go,0.594,0.725,0.954,120.248
1992,49,cover girls,wishing on a star,,,,
1992,58,george michael,too funky,,,,
1992,59,heights,how do you talk to an angel,0.526,0.404,0.51,80.643
1992,64,calms dion and peabo bryson,beauty and the beast,,,,
1992,68,genesis,no son of nine,,,,
1992,71,cure,friday im in love,0.458,0.553,0.946,135.977
1992,76,hammer,addams groove,,,,
1992,77,michael bolton,missing you now,,,,
1992,79,kathy troccoli,everything changes,,,,
1992,80,def leppard,have you ever needed somone so bad,,,,
1992,81,richard marx,take this heart,0.551,0.612,0.694,115.53
1992,86,klf,justified and ancient,,,,
1992,87,color me badd,slow motion,,,,
1992,89,color me badd,thinkin back,,,,
1992,92,richard marx,keep coming back,,,,
1992,95,mr big,just take my heart,,,,
1993,2,tag team,whoomp,0.433,0.798,0.649,129.422
1993,3,ub,cant help falling in love,,,,
1993,11,dr dre,nuthin but a g thang,,,,
1993,18,peabo bryson  regina belle,a whole new world,,,,
1993,21,vanessa willlams  brian mcknight,love is,,,,
1993,23,expose,ill never get over you,,,,
1993,27,proclaimers,im gonna be,0.807,0.851,0.551,131.922
1993,29,swv,right here downtown,,,,
1993,32,rod stewart,have i told you lately,,,,
1993,44,south,whoot there it is,,,,
1993,48,shil,comforter,,,,
1993,52,prince  new power generation,,,,,
1993,53,dr dre,dre day,,,,
1993,56,pac,i get around,,,,
1993,64,zhane,hey mr dj,,,,
1993,68,jeremy jordan,the right kind of love,0.896,0.717,0.634,178.064
1993,70,boy krazy,thats what love can do,,,,
1993,75,jazzy jeff  fresh prince,boom shake the room,,,,
1993,79,captain hollywood project,more and more,,,,
1993,80,heights,how do you talk to an angel,0.526,0.404,0.51,80.643
1993,82,haddaway,what is love,,,,
1993,88,dino,ooh child,,,,
1993,92,joey lawrence,nothin my love cant fix,,,,
1993,100,def leppard,two steps behind,,,,
1994,8,bryan adams rod stewart  sting,all for love,,,,
1994,14,saltnpepa,whatta man,,,,
1994,15,john mellencamp  meshell ndegeocello,wild night,,,,
1994,16,mariah carey,without you  never forget you,,,,
1994,19,artist formerly known as prince,the most beautiful girl in the world,,,,
1994,21,big mountain,baby i love your way,,,,
1994,22,warren g  nate dogg,regulate,,,,
1994,23,jon secada,if you go,,,,
1994,24,aaliyah,back  forth,,,,
1994,30,janet jackson,any time any place  and on and on,,,,
1994,40,maniacs,because the night,,,,
1994,41,us,cantaloop,,,,
1994,42,tag team,whoomp,0.433,0.798,0.649,129.422
1994,49,cranberries,linger,0.181,0.447,0.64,94.854
1994,52,snoop doggy dogg,gin and juice,,,,
1994,56,luther vandross  mariah carey,endless love,,,,
1994,59,warren g,this dj,,,,
1994,62,snoop doggy dogg,who am i,,,,
1994,75,gabrielle,dreams,0.568,0.751,0.467,98.783
1994,80,eternal,stay,,,,
1994,85,ini kamoze,here comes the hotstepper,0.4675,0.867,0.49650000000000005,100.3655
1994,86,phil collins,everyday,,,,
1994,89,four seasons,december,,,,
1994,93,ahmad,back in the day,,,,
1994,94,bonnie raitt,love sneakin up on you,,,,
1994,95,general public,ill take you there,,,,
1994,97,haddaway,what is love,,,,
1994,99,ice cube,bop gun,,,,
1995,18,shaggy,boombastic  in the summertime,,,,
1995,19,nicki french,total eclipse of the heart,0.486,0.603,0.789,136.049
1995,23,notorious big,one more chancestay with me,,,,
1995,24,ini kamoze,here comes the hotstepper,0.4675,0.867,0.49650000000000005,100.3655
1995,27,blessid union of souls,i believe,,,,
1995,31,vanessa williams,colors of the wind,0.153,0.561,0.388,83.997
1995,32,jon b,someone to love,,,,
1995,42,method manmary j blige,ill be there for youyoure all i need to get by,,,,
1995,47,notorious big,big poppa  warning,,,,
1995,51,pac,dear mama  old school,,,,
1995,56,michael jackson  janet jackson,scream  childhood,,,,
1995,62,take that,back for good,,,,
1995,64,janet jackson,you want thiss love groove,,,,
1995,66,total,cant you see,,,,
1995,68,subway,this lil game we play,,,,
1995,69,real mccoy,come and get your love,,,,
1995,74,jade,every day of the week,,,,
1995,76,fingers gillette,short dick man,,,,
1995,81,u,hold me thrill me kiss me kill me,,,,
1995,83,raphael saadiq,ask of you,,,,
1995,90,melissa etheridge,like the way i doif i wanted to,,,,
1995,92,stevie b,dream about youfunky melody,,,,
1995,95,pretenders,ill stand by you,0.266,0.438,0.606,133.822
1995,96,n ii u,i miss you,,,,
1996,2,mariah carey  boyz ii men,one sweet day,,,,
1996,4,tony rich project,nobody knows,0.25,0.64,0.433,176.088
1996,9,toni braxton,youre makin me high  let it flow,,,,
1996,12,everything but girl,missing,,,,
1996,14,whitney houston,exhale,,,,
1996,15,gin blossoms,follow you down  til i hear it from you,,,,
1996,17,pac,how do u want it  california love,,,,
1996,20,ll cool j,hey lover,,,,
1996,24,goo goo dolls,name,,,,
1996,29,alanis morissette,you learn  you oughta know,,,,
1996,34,notorious big,only you,,,,
1996,35,r kelly,down low,,,,
1996,38,monica,before you walk out of my life  like this and like that,,,,
1996,46,monica,why i love you so much  aint nobody,,,,
1996,48,whitney houston  cece winans,count on me,,,,
1996,54,color me badd,the earth the sun the rain,,,,
1996,57,busta rhymes,woohah got you all in check  everything remains raw,,,,
1996,62,george michael,fastlove,,,,
1996,63,case foxxy brown,touch me tease me,,,,
1996,66,adam clayton  larry mullen,theme from mission impossible,,,,
1996,69,aaliyah,if your girl only knew,,,,
1996,73,keith sweat,nobody,,,,
1996,74,hootie  blowfish,old man and me,,,,
1996,77,mc lyte,keep on keepin on,,,,
1996,87,total,no one else,,,,
1996,88,ghost town djs,my boo,,,,
1996,95,take that,back for good,,,,
1996,96,pearl jam,i got id  long road,,,,
1997,2,jewel,foolish games  you were meant for me,,,,
1997,3,puff daddy  faith evans,ill be missing you,,,,
1997,5,puff daddy,cant nobody hold me down,,,,
1997,16,keith sweat,nobody,,,,
1997,20,notorious big,mo money mo problems,,,,
1997,21,verve pipe,the freshmen,0.279,0.577,0.497,99.662
1997,23,blackstreet dr dre,no diggity,,,,
1997,25,notorious big,hypnotize,,,,
1997,26,babyface,every time i close my eyes,,,,
1997,33,whitney houston,i believe in you and me,,,,
1997,34,freaknasty,da dip,,,,
1997,40,tim mcgraw  faith hill,its your love,,,,
1997,41,gina g,ooh aah just a little bit,,,,
1997,43,allure,all cried out,0.18,0.594,0.541,139.827
1997,45,degrees,invisible man,,,,
1997,53,barbra streis  bryan adams,i finally found someone,,,,
1997,58,magoo and timbaland,up jumps da boogie,,,,
1997,59,toni braxton,i dont want to  i love me some him,,,,
1997,66,coolio,c u when u get there,,,,
1997,68,brock  bizz,my baby daddy,,,,
1997,70,r kelly,gotham city,,,,
1997,72,various artists,espn presents the jock jam,,,,
1997,74,total,what about us,,,,
1997,75,scarface,smile,,,,
1997,78,aaliyah,the one i gave my heart to,,,,
1997,85,warren g,i shot the sheriff,0.78,0.859,0.691,91.454
1997,88,swv,someone,,,,
1997,90,real mccoy,one more time,0.855,0.671,0.862,133.117
1997,95,cranberries,when youre gone  free to decide,,,,
1997,96,dj kool,let me clear my throat,,,,
1997,97,blackout allstars,i like it,,,,
1997,98,toni braxton,youre makin me high  let it flow,,,,
1997,100,ray j,let it go,,,,
1998,2,brandy  monica,the boy is mine,,,,
1998,6,janet,together again,,,,
1998,12,destinys child,no no no,,,,
1998,13,celine dion,my heart will go on,,,,
1998,19,puff daddy  family,been around the world,,,,
1998,22,backstreet boys,everybody,,,,
1998,23,aerosmith,i dont want to miss a thing,,,,
1998,24,public announcement,body bumpin yippieyiyo,,,,
1998,27,montell jordan,lets ride,,,,
1998,29,robyn,show me love,,,,
1998,31,mase,what you want,,,,
1998,36,lord tariq  peter gunz,deja vu,,,,
1998,37,n sync,i want you back,,,,
1998,38,five,when the lights go out,,,,
1998,40,master p,make em say uhh,,,,
1998,41,nicole missy misdemeanor elliott  mocha,make it hot,,,,
1998,42,all saints,never ever,0.31,0.739,0.541,134.196
1998,43,janet,i get lonely,,,,
1998,47,puff daddy,come with me,,,,
1998,48,sylke fyne,romeo and juliet,,,,
1998,49,mya  sisqo,its all about me,,,,
1998,52,kp  envyi,swing my way,,,,
1998,55,tatyana ali,daydreamin,,,,
1998,59,mase,lookin at me,,,,
1998,60,leann rimes,looking through your eyes,,,,
1998,61,divine,lately,,,,
1998,67,master p,i got the hook up,,,,
1998,68,puff daddy  family,victory,,,,
1998,70,pras feat ol dirty bastard  mya,ghetto supastar,,,,
1998,71,dru hill redman,how deep is your love,,,,
1998,73,busta rhymes,turn it up remix  fire it up,,,,
1998,78,lox,money power  respect,,,,
1998,82,degrees,because of you,,,,
1998,83,loreena mckennitt,the mummers dance,,,,
1998,84,allure,all cried out,0.18,0.594,0.541,139.827
1998,85,big punisher joe,still not a player,,,,
1998,86,aaliyah,the one i gave my heart to,,,,
1998,87,jewel,foolish games  you were meant for me,,,,
1998,90,luke,raise the roof,,,,
1998,91,nu flavor,heaven,,,,
1998,92,jd,the party continues,,,,
1998,93,missy misdemeanor elliott da brat,sock it  me,,,,
1998,97,ll cool j,father,,,,
1998,98,gerald levert,thinkin bout it,,,,
1999,4,whitney houston,heartbreak hotel,,,,
1999,13,goo goo dolls,slide,0.476,0.383,0.844,112.31049999999999
1999,16,r kelly  celine dion,im your angel,,,,
1999,27,busta rhymes janet,whats it gonna be,,,,
1999,31,divine,lately,,,,
1999,33,will smith dru hill  kool moe dee,wild wild west,,,,
1999,37,degrees,the hardest thing,,,,
1999,39,jayz amil   ja,can i get a,,,,
1999,40,third eye blind,jumper,,,,
1999,41,lauryn hill,doo wop,,,,
1999,45,n sync,a little more time on you,,,,
1999,47,lilz,anywhere,,,,
1999,49,matchbox,back  good,,,,
1999,55,jt money sole,who dat,,,,
1999,57,shania twain,from this moment on,,,,
1999,59,jesse powell,you,,,,
1999,60,total missy elliott,trippin,,,,
1999,62,lauryn hill,exfactor,,,,
1999,64,goo goo dolls,black balloon,,,,
1999,65,eric benet tamia,spend my life with you,,,,
1999,68,degrees,i do,,,,
1999,69,degrees,because of you,,,,
1999,74,faith evans puff daddy,all night long,,,,
1999,75,juvenile mannie fresh  lil wayne,back that thang up,,,,
1999,81,case  joe,faded pictures,,,,
1999,87,mo thugs family bone thugsnharmony,ghetto cowboy,,,,
1999,91,blackstreet  mya mase  blinky blink,take me there,,,,
1999,94,goo goo dolls,iris,0.505,0.303,0.7525,155.796
1999,95,puff daddy r kelly,satisfy you,,,,
1999,97,n sync  gloria estefan,music of my heart,,,,
1999,99,whitney houston  mariah carey,when you believe,,,,
1999,100,alabama n sync,god must have spent a little more time on you,,,,
2000,3,santana product gandb,maria maria,,,,
2000,12,aaliyah,try again,0.762,0.783,0.58,93.026
2000,16,pink,there you go,,,,
2000,18,janet,doesnt really matter,,,,
2000,21,n sync,bye bye bye,,,,
2000,27,n sync,its gonna be me,,,,
2000,30,blaque,bring it all to me,,,,
2000,32,missy elliott nas eve  qtip,hot boyz,,,,
2000,35,nine days,absolutely,,,,
2000,38,christina aguilera,come on over baby,,,,
2000,43,third eye blind,never let you go,,,,
2000,45,mariah carey joe   degrees,thank god i found you,,,,
2000,49,iffel,blue,,,,
2000,50,sting cheb mami,desert rose,,,,
2000,52,pink,most girls,,,,
2000,55,britney spears,oops i did it again,,,,
2000,57,degrees,give me just one night,,,,
2000,61,son by four,purest of pain,,,,
2000,66,souldecision thrust,faded,,,,
2000,69,erykah badu,bag lady,,,,
2000,73,dr dre eminem,forget about dre,,,,
2000,75,westlife,swear it again,,,,
2000,84,goo goo dolls,broadway,,,,
2000,87,lee ann womack  sons of desert,i hope you dance,,,,
2000,88,alice deejay,better off alone,0.782,0.671,0.88,136.953
2000,89,debelah morgan,dance with me,0.74,0.85,0.674,115.005
2000,91,sammie,i like it,,,,
2000,94,lil bow wow xscape,bounce with me,,,,
2000,97,destinys child,independent women part i,,,,
2001,3,janet,all for you,,,,
2001,5,jennifer lopez ja rule,im real,,,,
2001,10,destinys child,independent women part i,,,,
2001,12,shaggy ricardo rikrok ducent,it wasnt me,,,,
2001,13,joe mystikal,stutter,,,,
2001,16,jagged edge with nelly,where the party at,,,,
2001,24,christina aguilera lil kim mya  pink,lady marmalade,,,,
2001,28,dream,he loves u not,,,,
2001,30,ja rule lil mo  vita,put it on me,,,,
2001,32,lee ann womack  sons of desert,i hope you dance,,,,
2001,33,moby gwen stefani,south side,,,,
2001,35,missy misdemeanor elliott,get ur freak on,,,,
2001,38,janet,someone to call my lover,,,,
2001,45,r kelly jayz,fiesta,,,,
2001,46,sugar ray,when its over,,,,
2001,51,n sync,this i promise you,,,,
2001,53,lil mo fabolous,superwoman pt ii,,,,
2001,55,ricky martin  christina aguilera,nobody wants to be lonely,,,,
2001,57,missy misdemeanor elliott,one minute man,,,,
2001,58,mystikal nivea,danger,,,,
2001,66,faith hill,there youll be,,,,
2001,74,lil romeo,my baby,,,,
2001,77,ludacris,southern hospitality,,,,
2001,81,isley brothers ronald isley aka mr biggs,contagious,,,,
2001,92,edens crush,get over yourself,,,,
2001,93,debelah morgan,dance with me,0.74,0.85,0.674,115.005
2001,97,pink,most girls,,,,
2001,98,qbs finest nas  bravehearts,oochie wally,,,,
2002,1,nickelback,how your remind me,,,,
2002,13,jennifer lopez ja rule,aint it funny,,,,
2002,15,p diddy usher  loon,i need a girl,,,,
2002,18,p diddy  ginuwine loon mario winans  tammy ruggeri,i need a girl,,,,
2002,24,pink,get the party started,,,,
2002,29,jennifer lopez nas,im gonna be alright,,,,
2002,30,camron juelz santana,oh boy,,,,
2002,31,dj sammy  yanou do,heaven,,,,
2002,33,n sync nelly,girlfriend,,,,
2002,34,mario,just a friend,,,,
2002,36,pink,dont let me get me,,,,
2002,38,tweet,oops,,,,
2002,40,truth hurts rakim,addictive,,,,
2002,43,pink,just like a pill,,,,
2002,44,irv gotti presents inc ja rule ashanti charli baltimore  vita,down  u,,,,
2002,48,musiq,halfcrazy,,,,
2002,53,camron juelz santana freekey zekey  toya,hey ma,,,,
2002,54,missy misdemeanor elliott,work it,,,,
2002,55,ludacris mystikal  infamous,move bitch,,,,
2002,58,aaliyah,more than a woman,,,,
2002,59,no doubt,hello good,,,,
2002,61,daniel bedingfield,gotta get thru this,,,,
2002,62,busta rhymes p diddy  pharrell,pass the courvoisier part ii,,,,
2002,69,angie martinez lil mo  sacario,if i could go,,,,
2002,75,n sync,gone,,,,
2002,77,ludacris,roll out,,,,
2002,78,goo goo dolls,here is gone,,,,
2002,83,fat joe r kelly,we thuggin,,,,
2002,85,aaliyah,rock the boat,,,,
2002,88,jaheim next,anything,,,,
2003,8,aaliyah,miss you,,,,
2003,10,evanescence paul mccoy,bring me to life,,,,
2003,13,nelly p diddy  murphy lee,shake ya tailfeather,,,,
2003,17,busta rhymes  mariah carey flipmode squad,i know what you want,,,,
2003,19,uncle kracker dobie gray,drift away,,,,
2003,20,lil kim  cent,magic stick,,,,
2003,22,bk  p diddy,bump bump bump,,,,
2003,23,fabolous tamia or ashanti,into you,,,,
2003,24,fabolous mike shorey  lil mo,cant let you go,,,,
2003,27,santana michelle branch,the game of love,,,,
2003,34,pharrell jayz,frontin,,,,
2003,36,missy misdemeanor elliott,work it,,,,
2003,37,jayz beyonce knowles,bonnie  clyde,,,,
2003,38,nivea brian  brandon casey,dont mess with my man,,,,
2003,40,nelly kyjuan ali  murphy lee,air force ones,,,,
2003,41,lumidee,never leave you  uh ooh uh oooh,,,,
2003,42,snoop dogg pharrell  uncle charlie wilson,beautiful,,,,
2003,43,missy misdemeanor elliott ludacris,gossip folks,,,,
2003,46,youngbloodz lil jon,damn,,,,
2003,47,clay aiken,this is the night,,,,
2003,53,santana alex b or chad kroeger,why dont you  i,,,,
2003,55,jennifer lopez styles  jadakiss,jenny from the block,,,,
2003,61,r kelly,thoia thoing,,,,
2003,63,cent,wanksta,,,,
2003,64,mya,my love is like wo,,,,
2003,65,alan jackson  jimmy buffett,its five oclock somewhere,,,,
2003,72,lil kim mr cheeks,the jump off,,,,
2003,74,ginuwine baby,hell yeah,,,,
2003,75,toby keith duet with willie nelson,beer for my horses,,,,
2003,76,chingy ludacris  snoop dogg,holidae in,,,,
2003,78,erykah badu common,love of my life,,,,
2003,80,pac,thugz mansion,,,,
2003,84,mark wills,somethin,,,,
2003,85,young gunz,cant stop wont stop,,,,
2003,88,ruben studdard,flying without wings,,,,
2003,92,aaliyah,come over,,,,
2003,98,eminem,superman,,,,
2004,1,usher lil jon  ludacris,yeah,,,,
2004,7,mario winans enya  p diddy,i dont wanna know,,,,
2004,10,terror squad,lean back,,,,
2004,11,jkwon,tipsy,,,,
2004,16,twista kanye west  jamie foxx,slow jamz,,,,
2004,24,usher and alicia keys,my boo,,,,
2004,25,chingy j weav,one call away,,,,
2004,27,kevin lyttle spragga benz,turn me on,,,,
2004,34,alicia keys tony toni tone,diary,,,,
2004,44,akon styles p,locked up,,,,
2004,52,houston chingy nate dogg  i,i like that,,,,
2004,57,jagged edge,walker outta heaven,,,,
2004,60,sean paul sasha,im still in love with you,,,,
2004,63,eamon,fk it,,,,
2004,68,youngbloodz lil jon,damn,,,,
2004,71,snoop dogg pharrell,drop it like its hot,,,,
2004,75,santana alex b or chad kroeger,why dont you  i,,,,
2004,87,chingy ludacris  snoop dogg,holidae in,,,,
2004,88,black eyed peas,lets get it started,0.768,0.775,0.743,104.992
2004,89,kenny chesney  uncle kracker,when the sun goes down,,,,
2004,94,r kelly,happy people,,,,
2005,5,ciara missy elliott,step,,,,
2005,13,black eyed peas,dont phunk with my heart,0.604,0.69,0.928,130.889
2005,14,missy elliott ciara  fat man scoop,lose control,,,,
2005,23,snoop dogg pharrell,drop it like its hot,,,,
2005,25,lil jon  east side boyz usher  ludacris,lovers and friends,,,,
2005,26,destinys child ti  lil wayne,soldier,,,,
2005,32,black eyed peas,my humps,0.586,0.802,0.682,123.95
2005,33,frankie j baby bash,obsession,,,,
2005,35,dht,listen to your heart,,,,
2005,38,doors down,let me go,,,,
2005,42,chris brown,run it,,,,
2005,47,bobby valentino,slow down,,,,
2005,50,fat joe nelly,get it poppin,,,,
2005,52,young jeezy akon,soul survivor,,,,
2005,53,ludacris bobby valentino,pimpin all over the world,,,,
2005,54,usher and alicia keys,my boo,,,,
2005,55,trick daddy ludacris lil kim  ceelo,sugar,,,,
2005,69,mariah carey,its like that,0.836,0.8,0.633,95.953
2005,71,carrie underwood,inside your heaven,,,,
2005,78,cent mobb deep,outta control,,,,
2005,81,black eyed peas,dont lie,0.604,0.662,0.785,89.885
